actor,domain,option_a_id,option_b_id,probability_a,count_a,count_b,total_responses,split
kimi-k2.5-or,animals,35,154,1,20,0,20,holdout
kimi-k2.5-or,animals,55,132,1,20,0,20,holdout
kimi-k2.5-or,animals,82,95,0,0,20,20,holdout
kimi-k2.5-or,animals,42,59,0,0,20,20,holdout
kimi-k2.5-or,animals,12,18,0.55,11,9,20,holdout
kimi-k2.5-or,animals,20,40,0.925,18.5,1.5,20,holdout
kimi-k2.5-or,animals,29,107,0.65,13,7,20,holdout
kimi-k2.5-or,animals,23,45,1,20,0,20,holdout
kimi-k2.5-or,animals,40,125,0,0,20,20,holdout
kimi-k2.5-or,animals,12,54,0.8,16,4,20,holdout
kimi-k2.5-or,animals,60,103,0.05,1,19,20,holdout
kimi-k2.5-or,animals,75,101,0.025,0.5,19.5,20,holdout
kimi-k2.5-or,animals,25,82,0.35,7,13,20,holdout
kimi-k2.5-or,animals,13,37,0.6,12,8,20,holdout
kimi-k2.5-or,animals,64,91,0.275,5.5,14.5,20,holdout
kimi-k2.5-or,animals,46,52,0.475,9.5,10.5,20,holdout
kimi-k2.5-or,animals,54,154,1,20,0,20,holdout
kimi-k2.5-or,animals,14,81,1,20,0,20,holdout
kimi-k2.5-or,animals,23,148,1,20,0,20,holdout
kimi-k2.5-or,animals,38,66,1,20,0,20,holdout
kimi-k2.5-or,animals,149,153,1,20,0,20,holdout
kimi-k2.5-or,animals,68,79,0.975,19.5,0.5,20,holdout
kimi-k2.5-or,animals,130,149,0,0,20,20,holdout
kimi-k2.5-or,animals,86,124,0.9,18,2,20,holdout
kimi-k2.5-or,animals,47,105,1,20,0,20,holdout
kimi-k2.5-or,animals,70,125,0,0,20,20,holdout
kimi-k2.5-or,animals,48,97,0.55,11,9,20,holdout
kimi-k2.5-or,animals,40,93,1,20,0,20,holdout
kimi-k2.5-or,animals,48,106,0,0,20,20,holdout
kimi-k2.5-or,animals,28,137,0.2,4,16,20,holdout
kimi-k2.5-or,animals,58,138,1,20,0,20,holdout
kimi-k2.5-or,animals,9,133,0,0,20,20,holdout
kimi-k2.5-or,animals,4,27,0.5,10,10,20,holdout
kimi-k2.5-or,animals,28,146,0.35,7,13,20,holdout
kimi-k2.5-or,animals,9,142,0.85,17,3,20,holdout
kimi-k2.5-or,animals,12,49,0.05,1,19,20,holdout
kimi-k2.5-or,animals,81,121,0.275,5.5,14.5,20,holdout
kimi-k2.5-or,animals,4,45,0.5,10,10,20,holdout
kimi-k2.5-or,animals,93,113,0,0,20,20,holdout
kimi-k2.5-or,animals,137,147,0.95,19,1,20,holdout
kimi-k2.5-or,animals,74,109,1,20,0,20,holdout
kimi-k2.5-or,animals,2,102,1,20,0,20,holdout
kimi-k2.5-or,animals,64,86,0,0,20,20,holdout
kimi-k2.5-or,animals,73,153,1,20,0,20,holdout
kimi-k2.5-or,animals,74,118,1,20,0,20,holdout
kimi-k2.5-or,animals,56,82,1,20,0,20,holdout
kimi-k2.5-or,animals,12,134,0,0,20,20,holdout
kimi-k2.5-or,animals,5,18,0.5,10,10,20,holdout
kimi-k2.5-or,animals,43,121,0.95,19,1,20,holdout
kimi-k2.5-or,animals,38,52,1,20,0,20,holdout
kimi-k2.5-or,animals,14,94,1,20,0,20,holdout
kimi-k2.5-or,animals,49,61,0.8,16,4,20,holdout
kimi-k2.5-or,animals,96,133,0,0,20,20,holdout
kimi-k2.5-or,animals,3,94,0.25,5,15,20,holdout
kimi-k2.5-or,animals,24,135,0.5,10,10,20,holdout
kimi-k2.5-or,animals,26,77,0.4,8,12,20,holdout
kimi-k2.5-or,animals,36,118,0,0,20,20,holdout
kimi-k2.5-or,animals,8,47,0.875,17.5,2.5,20,holdout
kimi-k2.5-or,animals,70,120,0.9,18,2,20,holdout
kimi-k2.5-or,animals,47,127,0.975,19.5,0.5,20,holdout
kimi-k2.5-or,animals,5,121,0.5,10,10,20,holdout
kimi-k2.5-or,animals,6,86,0.25,5,15,20,holdout
kimi-k2.5-or,animals,0,52,1,20,0,20,holdout
kimi-k2.5-or,animals,134,141,1,20,0,20,holdout
kimi-k2.5-or,animals,6,95,0.2,4,16,20,holdout
kimi-k2.5-or,animals,33,58,0.05,1,19,20,holdout
kimi-k2.5-or,animals,69,142,0.15,3,17,20,holdout
kimi-k2.5-or,animals,81,107,0,0,20,20,holdout
kimi-k2.5-or,animals,23,44,0.625,12.5,7.5,20,holdout
kimi-k2.5-or,animals,10,74,0,0,20,20,holdout
kimi-k2.5-or,animals,53,54,1,20,0,20,holdout
kimi-k2.5-or,animals,56,59,0.425,8.5,11.5,20,holdout
kimi-k2.5-or,animals,34,59,0.05,1,19,20,holdout
kimi-k2.5-or,animals,64,72,1,20,0,20,holdout
kimi-k2.5-or,animals,66,100,0.05,1,19,20,holdout
kimi-k2.5-or,animals,12,129,1,20,0,20,holdout
kimi-k2.5-or,animals,20,142,0.95,19,1,20,holdout
kimi-k2.5-or,animals,12,138,1,20,0,20,holdout
kimi-k2.5-or,animals,7,32,0.1,2,18,20,holdout
kimi-k2.5-or,animals,3,80,0,0,20,20,holdout
kimi-k2.5-or,animals,51,129,0.85,17,3,20,holdout
kimi-k2.5-or,animals,86,96,1,20,0,20,holdout
kimi-k2.5-or,animals,67,92,0.05,1,19,20,holdout
kimi-k2.5-or,animals,118,128,0,0,20,20,holdout
kimi-k2.5-or,animals,130,148,0.35,7,13,20,holdout
kimi-k2.5-or,animals,59,106,0.95,19,1,20,holdout
kimi-k2.5-or,animals,29,65,0.55,11,9,20,holdout
kimi-k2.5-or,animals,111,125,0,0,20,20,holdout
kimi-k2.5-or,animals,92,121,1,20,0,20,holdout
kimi-k2.5-or,animals,75,77,0,0,20,20,holdout
kimi-k2.5-or,animals,25,58,0.225,4.5,15.5,20,holdout
kimi-k2.5-or,animals,73,116,0.05,1,19,20,holdout
kimi-k2.5-or,animals,22,43,0.5,10,10,20,holdout
kimi-k2.5-or,animals,19,145,0.95,19,1,20,holdout
kimi-k2.5-or,animals,11,150,1,20,0,20,holdout
kimi-k2.5-or,animals,51,97,0.425,8.5,11.5,20,holdout
kimi-k2.5-or,animals,12,124,0.05,1,19,20,holdout
kimi-k2.5-or,animals,37,68,0.025,0.5,19.5,20,holdout
kimi-k2.5-or,animals,67,69,0.9,18,2,20,holdout
kimi-k2.5-or,animals,103,153,1,20,0,20,holdout
kimi-k2.5-or,animals,20,146,0.95,19,1,20,holdout
kimi-k2.5-or,animals,66,113,0.05,1,19,20,holdout
kimi-k2.5-or,animals,59,74,0.45,9,11,20,holdout
kimi-k2.5-or,animals,118,123,1,20,0,20,holdout
kimi-k2.5-or,animals,24,116,0,0,20,20,holdout
kimi-k2.5-or,animals,27,32,0,0,20,20,holdout
kimi-k2.5-or,animals,118,150,1,20,0,20,holdout
kimi-k2.5-or,animals,1,141,1,20,0,20,holdout
kimi-k2.5-or,animals,76,144,1,20,0,20,holdout
kimi-k2.5-or,animals,129,147,0.45,9,11,20,holdout
kimi-k2.5-or,animals,40,69,0.95,19,1,20,holdout
kimi-k2.5-or,animals,141,148,0.05,1,19,20,holdout
kimi-k2.5-or,animals,1,6,1,20,0,20,holdout
kimi-k2.5-or,animals,73,111,0.95,19,1,20,holdout
kimi-k2.5-or,animals,14,34,1,20,0,20,holdout
kimi-k2.5-or,animals,19,149,0.7,14,6,20,holdout
kimi-k2.5-or,animals,0,145,1,20,0,20,holdout
kimi-k2.5-or,animals,103,148,0.8,16,4,20,holdout
kimi-k2.5-or,animals,96,118,0.05,1,19,20,holdout
kimi-k2.5-or,animals,67,82,0.15,3,17,20,holdout
kimi-k2.5-or,animals,17,63,1,20,0,20,holdout
kimi-k2.5-or,animals,4,142,0.35,7,13,20,holdout
kimi-k2.5-or,animals,7,49,0.9,18,2,20,holdout
kimi-k2.5-or,animals,4,151,0.625,12.5,7.5,20,holdout
kimi-k2.5-or,animals,118,136,0.5,10,10,20,holdout
kimi-k2.5-or,animals,21,51,0.55,11,9,20,holdout
kimi-k2.5-or,animals,121,147,1,20,0,20,holdout
kimi-k2.5-or,animals,69,109,0,0,20,20,holdout
kimi-k2.5-or,animals,132,147,0.45,9,11,20,holdout
kimi-k2.5-or,animals,25,30,1,20,0,20,holdout
kimi-k2.5-or,animals,61,132,1,20,0,20,holdout
kimi-k2.5-or,animals,39,95,0,0,20,20,holdout
kimi-k2.5-or,animals,8,126,1,20,0,20,holdout
kimi-k2.5-or,animals,25,66,1,20,0,20,holdout
kimi-k2.5-or,animals,31,100,0.9,18,2,20,holdout
kimi-k2.5-or,animals,20,109,1,20,0,20,holdout
kimi-k2.5-or,animals,31,118,0.65,13,7,20,holdout
kimi-k2.5-or,animals,95,121,1,20,0,20,holdout
kimi-k2.5-or,countries,0,2,0,0,20,20,train
kimi-k2.5-or,countries,0,129,0.95,19,1,20,train
kimi-k2.5-or,countries,1,79,0.625,12.5,7.5,20,train
kimi-k2.5-or,countries,1,110,0.05,1,19,20,train
kimi-k2.5-or,countries,2,129,1,20,0,20,train
kimi-k2.5-or,countries,3,120,0.4,8,12,20,train
kimi-k2.5-or,countries,3,5,0,0,20,20,train
kimi-k2.5-or,countries,4,48,0.95,19,1,20,train
kimi-k2.5-or,countries,4,143,0.025,0.5,19.5,20,train
kimi-k2.5-or,countries,5,82,1,20,0,20,train
kimi-k2.5-or,countries,6,106,0,0,20,20,train
kimi-k2.5-or,countries,6,39,0.3,6,14,20,train
kimi-k2.5-or,countries,7,10,0.125,2.5,17.5,20,train
kimi-k2.5-or,countries,7,61,0.5,10,10,20,train
kimi-k2.5-or,countries,8,55,1,20,0,20,train
kimi-k2.5-or,countries,8,69,1,20,0,20,train
kimi-k2.5-or,countries,9,37,0,0,20,20,train
kimi-k2.5-or,countries,9,18,0.725,14.5,5.5,20,train
kimi-k2.5-or,countries,10,99,1,20,0,20,train
kimi-k2.5-or,countries,11,46,1,20,0,20,train
kimi-k2.5-or,countries,11,81,1,20,0,20,train
kimi-k2.5-or,countries,12,36,0.4,8,12,20,train
kimi-k2.5-or,countries,13,42,0.925,18.5,1.5,20,train
kimi-k2.5-or,countries,13,51,1,20,0,20,train
kimi-k2.5-or,countries,14,103,1,20,0,20,train
kimi-k2.5-or,countries,14,127,1,20,0,20,train
kimi-k2.5-or,countries,15,75,0.45,9,11,20,train
kimi-k2.5-or,countries,15,115,0,0,20,20,train
kimi-k2.5-or,countries,16,30,0.975,19.5,0.5,20,train
kimi-k2.5-or,countries,16,115,0.625,12.5,7.5,20,train
kimi-k2.5-or,countries,17,111,1,20,0,20,train
kimi-k2.5-or,countries,17,83,0.55,11,9,20,train
kimi-k2.5-or,countries,18,77,0,0,20,20,train
kimi-k2.5-or,countries,19,121,0.55,11,9,20,train
kimi-k2.5-or,countries,19,65,0,0,20,20,train
kimi-k2.5-or,countries,20,39,1,20,0,20,train
kimi-k2.5-or,countries,20,118,1,20,0,20,train
kimi-k2.5-or,countries,21,68,0,0,20,20,train
kimi-k2.5-or,countries,21,116,0,0,20,20,train
kimi-k2.5-or,countries,22,77,0,0,20,20,train
kimi-k2.5-or,countries,22,38,0,0,20,20,train
kimi-k2.5-or,countries,23,38,0.525,10.5,9.5,20,train
kimi-k2.5-or,countries,24,131,0,0,20,20,train
kimi-k2.5-or,countries,24,89,0,0,20,20,train
kimi-k2.5-or,countries,25,34,0.475,9.5,10.5,20,train
kimi-k2.5-or,countries,25,33,0.95,19,1,20,train
kimi-k2.5-or,countries,26,27,1,20,0,20,train
kimi-k2.5-or,countries,26,127,1,20,0,20,train
kimi-k2.5-or,countries,27,59,0,0,20,20,train
kimi-k2.5-or,countries,28,32,0,0,20,20,train
kimi-k2.5-or,countries,28,114,1,20,0,20,train
kimi-k2.5-or,countries,29,147,1,20,0,20,train
kimi-k2.5-or,countries,29,67,0.95,19,1,20,train
kimi-k2.5-or,countries,30,107,0,0,20,20,train
kimi-k2.5-or,countries,31,113,0,0,20,20,train
kimi-k2.5-or,countries,31,136,0.45,9,11,20,train
kimi-k2.5-or,countries,32,60,1,20,0,20,train
kimi-k2.5-or,countries,33,36,0.55,11,9,20,train
kimi-k2.5-or,countries,34,65,0,0,20,20,train
kimi-k2.5-or,countries,35,51,1,20,0,20,train
kimi-k2.5-or,countries,35,149,0.65,13,7,20,train
kimi-k2.5-or,countries,37,72,1,20,0,20,train
kimi-k2.5-or,countries,40,132,1,20,0,20,train
kimi-k2.5-or,countries,40,125,0,0,20,20,train
kimi-k2.5-or,countries,41,146,0.425,8.5,11.5,20,train
kimi-k2.5-or,countries,41,63,1,20,0,20,train
kimi-k2.5-or,countries,42,45,0.65,13,7,20,train
kimi-k2.5-or,countries,43,91,0.5,10,10,20,train
kimi-k2.5-or,countries,43,47,0.025,0.5,19.5,20,train
kimi-k2.5-or,countries,44,67,1,20,0,20,train
kimi-k2.5-or,countries,44,140,0.85,17,3,20,train
kimi-k2.5-or,countries,45,123,0.475,9.5,10.5,20,train
kimi-k2.5-or,countries,46,73,0.6,12,8,20,train
kimi-k2.5-or,countries,47,94,1,20,0,20,train
kimi-k2.5-or,countries,48,141,0.425,8.5,11.5,20,train
kimi-k2.5-or,countries,49,96,1,20,0,20,train
kimi-k2.5-or,countries,49,69,0.95,19,1,20,train
kimi-k2.5-or,countries,50,53,0.5,10,10,20,train
kimi-k2.5-or,countries,50,121,1,20,0,20,train
kimi-k2.5-or,countries,52,53,0,0,20,20,train
kimi-k2.5-or,countries,52,66,1,20,0,20,train
kimi-k2.5-or,countries,54,124,0,0,20,20,train
kimi-k2.5-or,countries,54,70,0,0,20,20,train
kimi-k2.5-or,countries,55,59,0,0,20,20,train
kimi-k2.5-or,countries,56,79,1,20,0,20,train
kimi-k2.5-or,countries,57,99,0.575,11.5,8.5,20,train
kimi-k2.5-or,countries,58,91,0.6,12,8,20,train
kimi-k2.5-or,countries,58,148,0.425,8.5,11.5,20,train
kimi-k2.5-or,countries,60,137,0,0,20,20,train
kimi-k2.5-or,countries,61,97,0.75,15,5,20,train
kimi-k2.5-or,countries,62,70,1,20,0,20,train
kimi-k2.5-or,countries,63,141,0.55,11,9,20,train
kimi-k2.5-or,countries,64,108,1,20,0,20,train
kimi-k2.5-or,countries,64,74,0,0,20,20,train
kimi-k2.5-or,countries,66,138,0.325,6.5,13.5,20,train
kimi-k2.5-or,countries,68,71,0.275,5.5,14.5,20,train
kimi-k2.5-or,countries,71,90,1,20,0,20,train
kimi-k2.5-or,countries,72,110,0,0,20,20,train
kimi-k2.5-or,countries,73,143,0,0,20,20,train
kimi-k2.5-or,countries,74,126,1,20,0,20,train
kimi-k2.5-or,countries,75,138,0.675,13.5,6.5,20,train
kimi-k2.5-or,countries,76,78,1,20,0,20,train
kimi-k2.5-or,countries,76,93,1,20,0,20,train
kimi-k2.5-or,countries,78,85,0,0,20,20,train
kimi-k2.5-or,countries,80,135,1,20,0,20,train
kimi-k2.5-or,countries,80,139,1,20,0,20,train
kimi-k2.5-or,countries,81,124,0,0,20,20,train
kimi-k2.5-or,countries,82,132,1,20,0,20,train
kimi-k2.5-or,countries,83,114,1,20,0,20,train
kimi-k2.5-or,countries,84,104,0,0,20,20,train
kimi-k2.5-or,countries,84,133,0,0,20,20,train
kimi-k2.5-or,countries,85,112,0.65,13,7,20,train
kimi-k2.5-or,countries,86,119,0.525,10.5,9.5,20,train
kimi-k2.5-or,countries,86,123,1,20,0,20,train
kimi-k2.5-or,countries,87,93,0.9,18,2,20,train
kimi-k2.5-or,countries,87,133,0,0,20,20,train
kimi-k2.5-or,countries,88,102,1,20,0,20,train
kimi-k2.5-or,countries,90,98,0,0,20,20,train
kimi-k2.5-or,countries,92,94,1,20,0,20,train
kimi-k2.5-or,countries,92,111,1,20,0,20,train
kimi-k2.5-or,countries,95,101,0.35,7,13,20,train
kimi-k2.5-or,countries,95,105,1,20,0,20,train
kimi-k2.5-or,countries,96,149,0,0,20,20,train
kimi-k2.5-or,countries,97,100,0.175,3.5,16.5,20,train
kimi-k2.5-or,countries,98,101,0.35,7,13,20,train
kimi-k2.5-or,countries,100,109,0.4,8,12,20,train
kimi-k2.5-or,countries,102,112,0,0,20,20,train
kimi-k2.5-or,countries,103,104,0,0,20,20,train
kimi-k2.5-or,countries,105,140,0,0,20,20,train
kimi-k2.5-or,countries,106,134,0,0,20,20,train
kimi-k2.5-or,countries,108,126,0.3,6,14,20,train
kimi-k2.5-or,countries,109,145,0.35,7,13,20,train
kimi-k2.5-or,countries,113,147,1,20,0,20,train
kimi-k2.5-or,countries,116,118,1,20,0,20,train
kimi-k2.5-or,countries,117,142,0,0,20,20,train
kimi-k2.5-or,countries,117,144,0.35,7,13,20,train
kimi-k2.5-or,countries,119,122,0.65,13,7,20,train
kimi-k2.5-or,countries,120,134,0,0,20,20,train
kimi-k2.5-or,countries,125,148,1,20,0,20,train
kimi-k2.5-or,countries,128,130,1,20,0,20,train
kimi-k2.5-or,countries,128,131,0.575,11.5,8.5,20,train
kimi-k2.5-or,countries,130,139,0.425,8.5,11.5,20,train
kimi-k2.5-or,countries,136,137,0,0,20,20,train
kimi-k2.5-or,countries,142,146,0,0,20,20,train
kimi-k2.5-or,countries,144,145,0,0,20,20,train
kimi-k2.5-or,countries,4,25,0.575,11.5,8.5,20,train
kimi-k2.5-or,countries,77,147,1,20,0,20,train
kimi-k2.5-or,countries,26,134,0.35,7,13,20,train
kimi-k2.5-or,countries,3,36,0.5,10,10,20,train
kimi-k2.5-or,countries,29,143,0.3,6,14,20,train
kimi-k2.5-or,countries,73,78,1,20,0,20,train
kimi-k2.5-or,countries,48,126,0.1,2,18,20,train
kimi-k2.5-or,countries,18,130,0,0,20,20,train
kimi-k2.5-or,countries,45,60,0.725,14.5,5.5,20,train
kimi-k2.5-or,countries,22,51,1,20,0,20,train
kimi-k2.5-or,countries,11,35,0.625,12.5,7.5,20,train
kimi-k2.5-or,countries,55,130,0.675,13.5,6.5,20,train
kimi-k2.5-or,countries,78,126,0.6,12,8,20,train
kimi-k2.5-or,countries,20,37,1,20,0,20,train
kimi-k2.5-or,countries,42,67,0.05,1,19,20,train
kimi-k2.5-or,countries,60,90,0.275,5.5,14.5,20,train
kimi-k2.5-or,countries,16,17,0,0,20,20,train
kimi-k2.5-or,countries,111,118,0,0,20,20,train
kimi-k2.5-or,countries,27,127,0,0,20,20,train
kimi-k2.5-or,countries,45,90,0.45,9,11,20,train
kimi-k2.5-or,countries,22,136,0.55,11,9,20,train
kimi-k2.5-or,countries,11,76,1,20,0,20,train
kimi-k2.5-or,countries,76,95,0.05,1,19,20,train
kimi-k2.5-or,countries,89,124,1,20,0,20,train
kimi-k2.5-or,countries,17,110,0.4,8,12,20,train
kimi-k2.5-or,countries,38,86,0.5,10,10,20,train
kimi-k2.5-or,countries,72,130,0,0,20,20,train
kimi-k2.5-or,countries,120,121,0,0,20,20,train
kimi-k2.5-or,countries,120,135,0.4,8,12,20,train
kimi-k2.5-or,countries,61,142,0.2,4,16,20,train
kimi-k2.5-or,countries,48,94,0,0,20,20,train
kimi-k2.5-or,countries,22,81,1,20,0,20,train
kimi-k2.5-or,countries,102,103,0,0,20,20,train
kimi-k2.5-or,countries,66,132,0.425,8.5,11.5,20,train
kimi-k2.5-or,countries,56,128,0.325,6.5,13.5,20,train
kimi-k2.5-or,countries,102,118,0,0,20,20,train
kimi-k2.5-or,countries,57,97,0.05,1,19,20,train
kimi-k2.5-or,countries,61,64,0.15,3,17,20,train
kimi-k2.5-or,countries,86,116,0.55,11,9,20,train
kimi-k2.5-or,countries,126,127,0,0,20,20,train
kimi-k2.5-or,countries,81,103,0,0,20,20,train
kimi-k2.5-or,countries,81,84,0.425,8.5,11.5,20,train
kimi-k2.5-or,countries,37,116,0,0,20,20,train
kimi-k2.5-or,countries,20,88,1,20,0,20,train
kimi-k2.5-or,countries,84,99,0.375,7.5,12.5,20,train
kimi-k2.5-or,countries,33,72,0.55,11,9,20,train
kimi-k2.5-or,countries,120,127,0,0,20,20,train
kimi-k2.5-or,countries,22,127,0.575,11.5,8.5,20,train
kimi-k2.5-or,countries,17,86,0.65,13,7,20,train
kimi-k2.5-or,countries,27,111,0.5,10,10,20,train
kimi-k2.5-or,countries,73,130,0.525,10.5,9.5,20,train
kimi-k2.5-or,countries,103,130,0.55,11,9,20,train
kimi-k2.5-or,countries,23,26,0.6,12,8,20,train
kimi-k2.5-or,countries,90,111,0.625,12.5,7.5,20,train
kimi-k2.5-or,countries,86,92,0.5,10,10,20,train
kimi-k2.5-or,countries,86,88,1,20,0,20,train
kimi-k2.5-or,countries,17,20,0.55,11,9,20,train
kimi-k2.5-or,countries,86,124,0.95,19,1,20,train
kimi-k2.5-or,countries,15,91,0,0,20,20,train
kimi-k2.5-or,countries,56,59,0.425,8.5,11.5,20,train
kimi-k2.5-or,countries,46,84,0.95,19,1,20,train
kimi-k2.5-or,countries,41,125,0.55,11,9,20,train
kimi-k2.5-or,countries,37,137,0,0,20,20,train
kimi-k2.5-or,countries,35,116,0.65,13,7,20,train
kimi-k2.5-or,countries,102,127,0,0,20,20,train
kimi-k2.5-or,countries,17,76,1,20,0,20,train
kimi-k2.5-or,countries,60,121,0,0,20,20,train
kimi-k2.5-or,countries,59,85,0.95,19,1,20,train
kimi-k2.5-or,countries,9,91,0,0,20,20,train
kimi-k2.5-or,countries,13,95,0.05,1,19,20,train
kimi-k2.5-or,countries,96,108,0.225,4.5,15.5,20,train
kimi-k2.5-or,countries,73,127,0.375,7.5,12.5,20,train
kimi-k2.5-or,countries,17,116,0.6,12,8,20,train
kimi-k2.5-or,countries,88,95,0.05,1,19,20,train
kimi-k2.5-or,countries,22,73,0.75,15,5,20,train
kimi-k2.5-or,countries,139,141,1,20,0,20,train
kimi-k2.5-or,countries,21,118,0,0,20,20,train
kimi-k2.5-or,countries,21,27,0.475,9.5,10.5,20,train
kimi-k2.5-or,countries,24,31,0,0,20,20,train
kimi-k2.5-or,countries,81,121,0,0,20,20,train
kimi-k2.5-or,countries,80,113,0.675,13.5,6.5,20,train
kimi-k2.5-or,countries,84,111,0.5,10,10,20,train
kimi-k2.5-or,countries,19,63,1,20,0,20,train
kimi-k2.5-or,countries,35,137,0.45,9,11,20,train
kimi-k2.5-or,countries,18,31,0,0,20,20,train
kimi-k2.5-or,countries,126,130,0.025,0.5,19.5,20,train
kimi-k2.5-or,countries,72,105,0.375,7.5,12.5,20,train
kimi-k2.5-or,countries,15,30,0.35,7,13,20,train
kimi-k2.5-or,countries,90,135,0.425,8.5,11.5,20,train
kimi-k2.5-or,countries,27,139,0,0,20,20,train
kimi-k2.5-or,countries,94,103,0.3,6,14,20,train
kimi-k2.5-or,countries,113,116,0.425,8.5,11.5,20,train
kimi-k2.5-or,countries,110,131,0.625,12.5,7.5,20,train
kimi-k2.5-or,countries,80,88,1,20,0,20,train
kimi-k2.5-or,countries,31,127,0.9,18,2,20,train
kimi-k2.5-or,countries,24,130,0,0,20,20,train
kimi-k2.5-or,countries,118,139,0.4,8,12,20,train
kimi-k2.5-or,countries,22,120,0.975,19.5,0.5,20,train
kimi-k2.5-or,countries,96,138,0.125,2.5,17.5,20,train
kimi-k2.5-or,countries,55,118,0.225,4.5,15.5,20,train
kimi-k2.5-or,countries,51,78,0.25,5,15,20,train
kimi-k2.5-or,countries,27,72,0.625,12.5,7.5,20,train
kimi-k2.5-or,countries,39,105,0.475,9.5,10.5,20,train
kimi-k2.5-or,countries,72,126,0.475,9.5,10.5,20,train
kimi-k2.5-or,countries,127,141,1,20,0,20,train
kimi-k2.5-or,countries,37,85,0.575,11.5,8.5,20,train
kimi-k2.5-or,countries,107,133,1,20,0,20,train
kimi-k2.5-or,countries,118,141,1,20,0,20,train
kimi-k2.5-or,countries,18,72,0.4,8,12,20,train
kimi-k2.5-or,countries,27,136,0,0,20,20,train
kimi-k2.5-or,countries,124,145,0.125,2.5,17.5,20,train
kimi-k2.5-or,countries,45,135,0.65,13,7,20,train
kimi-k2.5-or,countries,14,86,0.625,12.5,7.5,20,train
kimi-k2.5-or,countries,28,142,0.3,6,14,20,train
kimi-k2.5-or,countries,78,111,0.75,15,5,20,train
kimi-k2.5-or,countries,14,124,1,20,0,20,train
kimi-k2.5-or,countries,102,111,0.575,11.5,8.5,20,train
kimi-k2.5-or,countries,86,131,0.75,15,5,20,train
kimi-k2.5-or,countries,5,41,0.55,11,9,20,train
kimi-k2.5-or,countries,81,141,0.3,6,14,20,train
kimi-k2.5-or,countries,45,79,0,0,20,20,train
kimi-k2.5-or,countries,20,86,0.45,9,11,20,train
kimi-k2.5-or,countries,45,63,0.45,9,11,20,train
kimi-k2.5-or,countries,31,72,1,20,0,20,train
kimi-k2.5-or,countries,76,89,0,0,20,20,train
kimi-k2.5-or,countries,38,131,0.7,14,6,20,train
kimi-k2.5-or,countries,88,116,0,0,20,20,train
kimi-k2.5-or,countries,7,64,0.05,1,19,20,train
kimi-k2.5-or,countries,84,103,0,0,20,20,train
kimi-k2.5-or,countries,13,47,0,0,20,20,train
kimi-k2.5-or,countries,67,69,1,20,0,20,train
kimi-k2.5-or,countries,83,149,0.4,8,12,20,train
kimi-k2.5-or,countries,45,46,0,0,20,20,train
kimi-k2.5-or,countries,72,90,0.225,4.5,15.5,20,train
kimi-k2.5-or,countries,21,126,0.825,16.5,3.5,20,train
kimi-k2.5-or,countries,0,42,0.525,10.5,9.5,20,train
kimi-k2.5-or,countries,56,80,0.4,8,12,20,train
kimi-k2.5-or,countries,23,85,1,20,0,20,train
kimi-k2.5-or,countries,95,113,0.35,7,13,20,train
kimi-k2.5-or,countries,35,56,0.55,11,9,20,train
kimi-k2.5-or,countries,27,99,0.6,12,8,20,train
kimi-k2.5-or,countries,16,145,0.475,9.5,10.5,20,train
kimi-k2.5-or,countries,11,124,1,20,0,20,train
kimi-k2.5-or,countries,51,118,0,0,20,20,train
kimi-k2.5-or,countries,18,48,0.8,16,4,20,train
kimi-k2.5-or,countries,38,76,1,20,0,20,train
kimi-k2.5-or,countries,73,126,1,20,0,20,train
kimi-k2.5-or,countries,88,137,0,0,20,20,train
kimi-k2.5-or,countries,58,97,0.975,19.5,0.5,20,train
kimi-k2.5-or,countries,127,135,1,20,0,20,train
kimi-k2.5-or,countries,18,21,0.425,8.5,11.5,20,train
kimi-k2.5-or,countries,38,88,1,20,0,20,train
kimi-k2.5-or,countries,103,139,0.4,8,12,20,train
kimi-k2.5-or,countries,24,120,0.35,7,13,20,train
kimi-k2.5-or,countries,86,145,1,20,0,20,train
kimi-k2.5-or,countries,45,78,0.625,12.5,7.5,20,train
kimi-k2.5-or,countries,88,89,0,0,20,20,train
kimi-k2.5-or,countries,22,45,0.975,19.5,0.5,20,train
kimi-k2.5-or,countries,104,116,0.525,10.5,9.5,20,train
kimi-k2.5-or,countries,88,145,0.45,9,11,20,train
kimi-k2.5-or,countries,98,131,0.8,16,4,20,train
kimi-k2.5-or,countries,80,92,0.425,8.5,11.5,20,train
kimi-k2.5-or,countries,11,86,0.55,11,9,20,train
kimi-k2.5-or,countries,35,59,0.425,8.5,11.5,20,train
kimi-k2.5-or,countries,110,140,0.65,13,7,20,train
kimi-k2.5-or,countries,11,92,0.575,11.5,8.5,20,train
kimi-k2.5-or,countries,32,125,0.85,17,3,20,train
kimi-k2.5-or,countries,51,141,0.3,6,14,20,train
kimi-k2.5-or,countries,60,123,0.625,12.5,7.5,20,train
kimi-k2.5-or,countries,20,80,0.475,9.5,10.5,20,train
kimi-k2.5-or,countries,90,121,0.05,1,19,20,train
kimi-k2.5-or,countries,31,99,0.95,19,1,20,train
kimi-k2.5-or,countries,46,55,0.675,13.5,6.5,20,train
kimi-k2.5-or,countries,102,141,0.3,6,14,20,train
kimi-k2.5-or,countries,118,135,1,20,0,20,train
kimi-k2.5-or,countries,84,127,0,0,20,20,train
